paper,model,sentence,FRE,FOG,characters_per_word,syll_per_word,words_per_sentence,sentences_per_paragraph,type_token_ratio,characters,syllables,words,wordtypes,sentences,paragraphs,long_words,complex_words,complex_words_dc,tobeverb,auxverb,conjunction,pronoun,preposition,nominalization,interrogative,article,subordination
Artikel 1 AI,ORIGINAL 0,Om tot een (voorlopig) antwoord op die vraag te komen zal ik in het eerste deel van het artikel drie socio-technische ontwikkelingen bespreken die het huidig kader onder druk zetten.,35.38500000000001,18.666666666666668,5.0,1.6666666666666667,30.0,1.0,0.9,150,50,30,27,1,1,6,5,4,0,1,0,0,1,0,0,0,0
Artikel 1 AI,ORIGINAL 0,In het tweede deel zal ik huidige controleren handhavingsmechanismen bekijken door de bril van de relationele ethiek om te exploreren hoe we hieruit kunnen leren om controlemechanismen te herdenken.,5.282758620689695,21.255172413793105,5.827586206896552,2.0344827586206895,29.0,1.0,0.896551724137931,169,59,29,26,1,1,9,7,8,0,2,0,0,1,0,0,0,0
Artikel 1 AI,ORIGINAL 0,Als gevolg van de opkomst van algoritmische surveillance in het politiewerk kunnen drie sociotechnische ontwikkelingen geïdentificeerd worden die het traditionele controle- en handhavingskader onder druk zetten: 1),-11.703333333333287,22.651851851851852,6.851851851851852,2.259259259259259,27.0,1.0,0.9259259259259259,185,61,27,25,1,1,10,8,8,0,2,0,0,0,0,0,0,1
Artikel 1 AI,ORIGINAL 0,"de fragmentatie en privatisering van politiewerk, 2) de democratisering van surveillance, en 3) de toename van collectieve schade en sociale gevolgen.",12.291428571428611,21.733333333333334,5.9523809523809526,2.0476190476190474,21.0,1.0,0.7142857142857143,125,43,21,15,1,1,9,7,7,0,0,0,0,0,1,0,1,0
Artikel 1 AI,ORIGINAL 0,Deze ontwikkelingen zijn overlappend en verstrengeld en moeten niet als losstaande ontwikkelingen worden gezien.,5.296428571428587,17.02857142857143,7.0,2.2142857142857144,14.0,1.0,0.8571428571428571,98,31,14,12,1,1,5,4,5,1,2,0,0,0,1,0,0,0
Artikel 1 AI,ORIGINAL 0,"Ten eerste, fragmentatie en privatisering van politiewerk is niet nieuw.",27.48500000000002,16.0,6.1,2.0,10.0,1.0,1.0,61,20,10,10,1,1,3,3,3,1,0,0,0,1,1,0,0,0
Artikel 1 AI,ORIGINAL 0,Sinds het einde van 20ste eeuw is er in het Westen een stijging van de samenwerking met de private sector en spelen private spelers een steeds grotere rol in politiewerk.,49.48500000000002,14.666666666666666,4.666666666666667,1.5,30.0,1.0,0.8,140,45,30,24,1,1,7,2,4,1,0,0,0,0,1,0,0,1
Artikel 1 AI,ORIGINAL 0,Dit is in belangrijke mate het gevolg van de toegenomen macht en groei van de private sector en bezuinigingen in de publieke sector.6,48.52500000000002,14.600000000000001,4.583333333333333,1.5833333333333333,24.0,1.0,0.75,110,38,24,18,1,1,5,3,3,1,0,0,0,0,0,0,0,0
Artikel 1 AI,ORIGINAL 0,"De technologische ontwikkelingen van big data en AI in het begin van de 21ste eeuw hebben geleid tot de toenemende macht van technologiebedrijven door onder meer ‘surveillance kapitalisme’, waarbij gegevensverzameling een economische drijfveer wordt voor bedrijven.",-3.6049999999999685,24.400000000000002,6.277777777777778,2.0555555555555554,36.0,1.0,0.9166666666666666,226,74,36,33,1,1,11,9,11,0,2,0,0,0,1,0,1,0
Artikel 1 AI,ORIGINAL 0,"Politiewerk wordt in toenemende mate platform policing, waarbij de politie gebruikt maakt van digitale platformen en digitale opsporingstechnologie.8",4.992105263157924,20.231578947368423,6.842105263157895,2.1578947368421053,19.0,1.0,0.9473684210526315,130,41,19,18,1,1,11,6,6,0,1,0,0,0,1,0,0,0
Artikel 1 AI,ORIGINAL 0,"Dit heeft als gevolg dat de politie steeds afhankelijker wordt van infrastructuur van technologiebedrijven9 en leidt tot verschuivende machtsverhoudingen van de publieke naar de private sector, wat een negatieve invloed heeft op transparantie en controle.10 Ten tweede, kan er een ‘democratisering’ van surveillance worden herkend door een verschuiving van aandacht voor gerichte surveillance naar grootschalige surveillance.11",-8.107413793103426,32.16551724137931,6.310344827586207,1.8448275862068966,58.0,1.0,0.7758620689655172,366,107,58,45,1,1,21,13,15,0,5,0,0,0,1,0,0,0
Artikel 1 AI,ORIGINAL 0,Hierdoor staat nu een veel groter deel van de bevolking onder surveillance waardoor het risico op toename van de macht van de staat maar ook van private actoren steeds groter wordt.,52.563548387096795,16.270967741935486,4.838709677419355,1.4516129032258065,31.0,1.0,0.7741935483870968,150,45,31,24,1,1,7,3,4,0,1,0,0,0,1,0,0,0
Artikel 1 AI,ORIGINAL 0,"Waarbij grootschalige surveillancepraktijken vroeger vooral werden uitgevoerd door intelligentiediensten12 of binnen een bepaalde context zoals op het vliegveld, spelen politiediensten maar ook technologiebedrijven hierin een steeds grotere rol.",-17.97785714285713,19.771428571428572,7.714285714285714,2.3214285714285716,28.0,1.0,0.9642857142857143,216,65,28,27,1,1,12,6,8,0,1,0,0,0,0,0,0,0
Artikel 1 AI,ORIGINAL 0,"Denk bijvoorbeeld in België aan de significante uitbreiding van het gebruik van ‘intelligent’ cameratoezicht voor allerlei doeleinden13, wat nog meer werd aangewakkerd door de coronapandemie.14 Andere voorbeelden zijn de infiltratie van het versleutelde Encrochat-netwerk15, de gezichtsherkenningssoftware van Clearview AI dat ook uitgeprobeerd is door de federale politie in België16, of de dataverzamelingspraktijken van Europol17 die door sommige vergeleken worden met surveillance praktijken van de Amerikaanse NSA.18 Denk ten slotte aan het gebruik van de spionagesoftware Pegasus om data te verzamelen van mobiele telefoons van activisten, politici en journalisten over de hele wereld.19 Ten derde is er steeds meer sprake van collectieve en sociale schade naast individuele schade.",-65.55499999999996,53.45454545454545,6.109090909090909,1.9,110.0,1.0,0.7363636363636363,672,209,110,81,1,1,39,26,28,3,2,0,0,0,1,0,0,0
Artikel 1 AI,ORIGINAL 0,Een belangrijk kenmerk van big data-analyses is dat ze op geaggregeerd niveau plaatsvinden.,37.45538461538464,17.50769230769231,6.0,1.8461538461538463,13.0,1.0,1.0,78,24,13,13,1,1,5,4,4,1,0,0,0,0,0,0,1,0
Artikel 1 AI,ORIGINAL 0,Er worden dus op het eerste gezicht geen persoonsgegevens verwerkt.20,49.542727272727284,8.036363636363637,5.363636363636363,1.7272727272727273,11.0,1.0,1.0,59,19,11,11,1,1,3,1,2,0,1,0,0,0,0,0,0,0
Artikel 1 AI,ORIGINAL 0,"Een van de gevolgen is een toename van sociale stratificatie, met een ongelijke verhouding tussen maatschappelijke groepen als gevolg.",22.8026315789474,18.126315789473683,6.0,1.9473684210526316,19.0,1.0,0.8947368421052632,114,37,19,17,1,1,8,5,3,1,0,0,0,0,1,0,1,0
Artikel 1 AI,ORIGINAL 0,Doordat big data onregelmatigheden en afwijkingen in datasets reproduceert kan dit leiden tot uitkomsten die een onevenredige impact hebben voor bepaalde groepen of gemeenschappen.,-7.874999999999986,21.26666666666667,6.5,2.25,24.0,1.0,1.0,156,54,24,24,1,1,10,7,8,0,2,0,0,0,0,0,0,1
Artikel 1 AI,ORIGINAL 0,"Dit kan dan tot een cumulatief nadeel (discriminatie en oneerlijke behandeling) leiden voor bepaalde groepen in de maatschappij, omdat deze, vaak kwetsbare, groepen bovengemiddeld het doelwit zijn van deze technologieën.21",11.628064516129037,21.43225806451613,6.032258064516129,1.935483870967742,31.0,1.0,0.9354838709677419,187,60,31,29,1,1,12,7,8,1,1,0,0,0,1,0,0,0
Artikel 1 AI,ORIGINAL 0,Dit komt bijvoorbeeld duidelijk tot uiting bij predictive policing.,28.50000000000002,21.37777777777778,6.444444444444445,2.0,9.0,1.0,1.0,58,18,9,9,1,1,4,4,3,0,0,0,0,0,1,0,0,0
Artikel 1 AI,ORIGINAL 0,"Als gevolg van feedback loops, die ontstaan door steekproefbias, wordt politie herhaaldelijk teruggestuurd naar dezelfde wijken ongeacht het werkelijke misdaadcijfer.22",20.34857142857146,17.923809523809524,6.9523809523809526,1.9523809523809523,21.0,1.0,1.0,146,41,21,21,1,1,10,5,9,0,1,0,0,0,1,0,0,1
Artikel 1 AI,ORIGINAL 0,"Dit leidt tot overpolicing en stigmatisering van bepaalde al geviseerde wijken en gemeenschappen.23 Deze risico’s op discriminatie en stigmatisering door het gebruik van big data-analyses worden ook bevestigd in de uitspraak in Nederland over het gebruik van SyRI, een algoritmisch systeem om sociale fraude op te sporen.",1.7122448979592022,26.946938775510205,5.530612244897959,1.836734693877551,49.0,1.0,0.8163265306122449,271,90,49,40,1,1,16,9,10,0,1,0,0,0,1,0,0,0
Artikel 1 AI,ORIGINAL 0,Daarnaast toont de uitspraak ook aan hoe big data-technologie,56.70000000000001,8.044444444444444,5.888888888888889,1.6666666666666667,9.0,1.0,1.0,53,15,9,9,1,1,3,1,1,0,0,0,0,0,0,0,0,0
Artikel 1 AI,ORIGINAL 0,sociale gevolgen heeft en naast discriminatie en stigmatisering ook bijdraagt tot het criminaliseren van armoede en kansarmoede en aan de toename van ongelijkheid in de samenleving.24,10.230000000000022,22.651851851851852,5.814814814814815,2.0,27.0,1.0,0.8148148148148148,157,54,27,22,1,1,11,8,7,0,1,0,0,0,1,0,0,0
Artikel 1 AI,ORIGINAL 0,Hierboven,-47.979999999999976,0.4,9.0,3.0,1.0,1.0,1.0,9,3,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
Artikel 1 AI,ORIGINAL 0,heb ik drie socio-technische ontwikkelingen beschreven die huidige controlemechanismen onder druk zetten.,-16.84499999999999,18.133333333333333,7.75,2.5,12.0,1.0,1.0,93,30,12,12,1,1,5,4,4,0,1,0,0,0,0,0,0,0
Artikel 1 AI,ORIGINAL 0,In het verdere verloop van deze bijdrage reflecteer ik over de vraag of huidige controlemechanismen om kunnen gaan met deze ontwikkelingen.,28.40571428571431,14.114285714285714,5.619047619047619,1.8571428571428572,21.0,1.0,0.9523809523809523,118,39,21,20,1,1,7,3,4,0,1,0,0,1,0,0,0,0
Artikel 1 AI,ORIGINAL 0,Ik doe dit vanuit de lens van relationele ethiek.,66.10000000000001,8.044444444444444,4.444444444444445,1.5555555555555556,9.0,1.0,1.0,40,14,9,9,1,1,1,1,3,0,0,0,1,0,0,0,0,0
Artikel 1 AI,ORIGINAL 0,"Zoals deze bijdrage duidelijk maakt, zetten sociotechnische ontwikkelingen traditionele controle- en handhavingsmechanismen onder druk.",-24.917857142857137,19.885714285714286,8.5,2.5714285714285716,14.0,1.0,1.0,119,36,14,14,1,1,7,5,3,0,0,0,0,0,0,0,0,1
Artikel 1 AI,ORIGINAL 0,De vraag stelt zich of het huidige juridisch kader voldoende is om met deze drie ontwikkelingen om te gaan en effectieve democratische waarborgen te voorzien.,35.94800000000001,18.0,5.32,1.72,25.0,1.0,0.92,133,43,25,23,1,1,8,5,4,1,0,0,0,0,1,0,1,0
Artikel 1 AI,ORIGINAL 0,Het juridisch kader wordt vandaag gevormd door de regels aangaande de gegevensbescherming.,18.40500000000001,14.8,6.5,2.0833333333333335,12.0,1.0,0.9166666666666666,78,25,12,11,1,1,5,3,4,0,1,0,1,0,1,0,1,0
Artikel 1 AI,ORIGINAL 0,"De controle-instrumenten die daarbij momenteel ingezet worden voor de verwerking van gegevens door middel van AI, zoals toezichtsorganen, functionarissen voor gegevensbescherming en gegevensbeschermingseffectbeoordelingen (Data Protection Impact Assessments of DPIA’s), zijn vaak beperkt in hun reikwijdte.",-22.40499999999998,24.400000000000002,7.361111111111111,2.2777777777777777,36.0,1.0,0.9444444444444444,265,82,36,34,1,1,14,9,13,1,1,0,0,0,1,0,1,0
Artikel 1 AI,ORIGINAL 0,De focus ligt grotendeels op informatieveiligheid en de formele naleving van het wettelijk kader.,17.382142857142874,17.02857142857143,5.928571428571429,2.0714285714285716,14.0,1.0,1.0,83,29,14,14,1,1,5,4,5,0,0,0,0,0,1,0,1,0
Artikel 1 AI,ORIGINAL 0,"Er wordt daarentegen te weinig nadruk gelegd op de bescherming van fundamentele rechten, en meer specifiek vanuit artikel 8 van het EVRM.25",36.35956521739132,17.895652173913046,5.043478260869565,1.7391304347826086,23.0,1.0,0.9565217391304348,116,40,23,22,1,1,6,5,4,0,1,0,0,0,1,0,0,0
Artikel 1 AI,ORIGINAL 0,"De manier waarop deze instrumenten werken in België is bovendien weinig democratisch, omdat burgers en het middenveld niet worden betrokken.",21.565000000000012,18.0,5.95,1.95,20.0,1.0,1.0,119,39,20,20,1,1,6,5,3,1,1,0,0,0,0,0,1,0
Artikel 1 AI,ORIGINAL 0,Daarnaast is de politie niet verplicht DPIA’s te publiceren volgens de politie en justitierichtlijn.,39.33000000000001,11.333333333333336,5.666666666666667,1.8,15.0,1.0,0.8666666666666667,85,27,15,13,1,1,7,2,3,1,0,0,0,0,1,0,0,0
Artikel 1 AI,ORIGINAL 0,Hierdoor wordt publieke controle bemoeilijkt.,32.56000000000002,10.0,8.0,2.0,5.0,1.0,1.0,40,10,5,5,1,1,4,1,1,0,1,0,0,0,0,0,0,0
Artikel 1 AI,ORIGINAL 0,Er bestaan ook geen standaarden waaraan DPIA’s moeten voldoen.,61.325000000000024,8.0,5.2,1.6,10.0,1.0,1.0,52,16,10,10,1,1,4,1,2,0,1,0,0,0,0,0,0,0
Artikel 1 AI,ORIGINAL 0,Noch zijn er standaardprofielen voor functionarissen voor gegevensbescherming.,-23.359999999999978,18.2,8.75,2.625,8.0,1.0,0.875,70,21,8,7,1,1,3,3,3,1,0,1,0,0,1,0,0,1
Artikel 1 AI,ORIGINAL 0,Het huidige wettelijke kader betreft enkel toepassingen van algoritmische surveillance die ‘persoonsgegevens’ verzamelen en verwerken.26,-20.90499999999999,23.900000000000002,7.4375,2.5,16.0,1.0,1.0,119,40,16,16,1,1,9,7,7,0,0,0,1,0,0,0,1,0
Artikel 1 AI,ORIGINAL 0,De EU publiceerde intussen een voorstel van AI-wet dat een tweevoudig doel heeft:,63.48615384615385,14.430769230769233,5.230769230769231,1.5384615384615385,13.0,1.0,0.9230769230769231,68,20,13,12,1,1,4,3,3,0,1,0,0,0,0,0,1,0
Artikel 1 AI,ORIGINAL 0,"de bescherming van de grondrechten van het individu tegen de nadelige gevolgen van AI, en daarnaast de harmonisatie van de regelgeving van lidstaten om mogelijke handelsbelemmeringen op de interne markt weg te nemen.",9.267272727272747,26.53333333333333,5.515151515151516,1.9393939393939394,33.0,1.0,0.7272727272727273,182,64,33,24,1,1,12,11,7,0,0,0,0,0,1,0,1,0
Artikel 1 AI,ORIGINAL 0,De nadelige gevolgen van AI worden opgesplitst in risico-categorieën van laag naar hoog en er wordt in de verordening naast risico’s voor het individu ook gesproken over risico’s voor de samenleving.,22.08545454545456,22.8969696969697,5.03030303030303,1.7878787878787878,33.0,1.0,0.8181818181818182,166,59,33,27,1,1,8,8,5,0,2,0,0,0,1,0,1,0
Artikel 1 AI,ORIGINAL 0,De verordening maakt echter niet duidelijk wat deze risico’s juist zijn.27 Wat betreft controle- en handhavingsmechanismen is de voorgestelde verordening hoopvol.,21.646521739130463,17.895652173913046,6.0,1.9130434782608696,23.0,1.0,0.9565217391304348,138,44,23,22,1,1,8,5,3,2,0,0,0,0,1,0,1,0
Artikel 1 AI,ORIGINAL 0,Het geeft aan dat lidstaten één of meer nationale bevoegde autoriteiten moeten aanwijzen om toezicht te houden op de toepassing en uitvoering van AI en als officieel contactpunt voor het publiek en andere actoren moeten fungeren.,15.195000000000014,26.622222222222224,5.361111111111111,1.8333333333333333,36.0,1.0,0.9166666666666666,193,66,36,33,1,1,13,11,6,0,2,0,1,0,1,0,1,0
Artikel 1 AI,ORIGINAL 0,"Ook wordt benadrukt dat de handhavingsmechanismen versterkt kunnen worden “door de invoering van een Europees coördinatiemechanisme dat in de passende capaciteit voorziet en audits van de AI-systemen vergemakkelijkt met nieuwe eisen inzake documentatie, traceerbaarheid en transparantie”.28 De verordening geeft ook aan dat er een systeem zal opgezet worden om autonome AI-toepassingen met een hoog risico te registreren in een openbare databank voor de hele EU en dat deze enkel toegelaten zullen worden op de Europese markt indien zij voldoen aan “bepaalde dwingende voorschriften en vooraf een conformiteitsbeoordeling ondergaan.”29",-50.89499999999995,44.88888888888889,6.011111111111111,1.9666666666666666,90.0,1.0,0.7666666666666667,541,177,90,69,1,1,30,20,24,0,7,0,0,0,1,0,0,0
Artikel 1 AI,ORIGINAL 0,De manier waarop deze beoordelingen concreet in de praktijk toegepast en gehandhaafd zullen worden blijft echter vaag.,35.309411764705914,13.858823529411765,5.9411764705882355,1.8235294117647058,17.0,1.0,1.0,101,31,17,17,1,1,5,3,4,0,2,0,0,0,0,0,1,0
Artikel 1 AI,ORIGINAL 0,Het is onduidelijk hoe de conformiteitsmechanismen eruit zullen zien.,0.3000000000000025,12.488888888888889,6.666666666666667,2.3333333333333335,9.0,1.0,1.0,60,21,9,9,1,1,2,2,2,1,1,0,1,0,0,0,1,0
Artikel 1 AI,ORIGINAL 0,"Ook schiet de verordening tekort op democratisch vlak, omdat burgers of het middenveld niet betrokken worden bij deze mechanismen.",27.255263157894774,18.126315789473683,5.7894736842105265,1.894736842105263,19.0,1.0,1.0,110,36,19,19,1,1,6,5,4,0,1,0,0,0,1,0,0,0
Artikel 1 AI,ORIGINAL 0,"Bovendien zouden burgers ook geen klacht kunnen indienen bij de nationale toezichthoudende autoriteit, indien zij menen dat de wet niet wordt nageleefd.30",29.003043478260906,17.895652173913046,5.695652173913044,1.826086956521739,23.0,1.0,0.9565217391304348,131,42,23,22,1,1,7,5,4,0,3,0,0,0,1,0,0,0
Artikel 1 AI,ORIGINAL 0,"Hieronder reflecteer ik over wat we kunnen leren uit de relationele ethiek, geïnspireerd door Ubuntufilosofie, om op een andere manier over controle in de algoritmische politiepraktijk na te denken, rekening houdend met de drie besproken socio-technische ontwikkelingen.",-13.638918918918897,25.610810810810815,6.216216216216216,2.1621621621621623,37.0,1.0,0.918918918918919,230,80,37,34,1,1,13,10,12,0,1,0,0,0,1,0,0,0
Artikel 1 AI,ORIGINAL 0,"Ubuntufilosofie heeft zijn oorsprong in Afrikaanse filosofie uit landen ten zuiden van de Sahara.31 Ubuntufilosofie verschilt van traditionele rationele ethiek in de zin dat in tegenstelling tot rationele Kantiaanse ethiek, waarbij personen menselijke waardigheid hebben door hun vermogen tot autonomie, personen die menselijke waardigheid hebben omdat ze de capaciteit hebben om zich tot de andere te verhouden op een gezamenlijke manier.32 Vanuit deze visie zijn mensenrechtenschendingen erop gericht om het vermogen van mensen tot gemeenschappelijke betrekkingen, opgevat als identiteit en solidariteit, ernstig te schaden; en moet menselijke waardigheid gezien worden als het menselijk vermogen om zich op een gemeenschappelijke manier tot anderen te verhouden.",-73.14745283018864,54.09811320754717,6.169811320754717,2.0377358490566038,106.0,1.0,0.6509433962264151,654,216,106,69,1,1,40,31,24,2,6,0,0,0,1,0,0,0
Artikel 1 AI,ORIGINAL 0,"Verschillende computerwetenschappers, die zich inspireren op Ubuntufilosofie, stellen een fundamentele verschuiving voor in het denken over algoritmische onrechtvaardigheid en bestuur van AI, van rationele ethiek naar relationele ethiek.33 Volgens Birhane is relationele ethiek “een kader dat ons ertoe dwingt onze onderliggende werkhypothesen opnieuw te onderzoeken, ons ertoe dwingt hiërarchische machtsasymmetrieën te ondervragen, en ons ertoe aanzet de bredere, contingente en onderling verbonden achtergrond te beschouwen waar algoritmische systemen uit voortkomen (en worden ingezet) in het proces van bescherming van het welzijn van de meest kwetsbaren”.34",-57.476896551724096,46.294252873563224,6.517241379310345,2.0804597701149423,87.0,1.0,0.735632183908046,567,181,87,64,1,1,35,25,35,1,1,0,0,0,1,0,0,0
Artikel 1 AI,ORIGINAL 0,"Deze visie veronderstelt dat de schade en onrechtvaardigheid die door algoritmische systemen wordt toegebracht, niet los kan worden gezien van de filosofische beginselen van de technologie en de economische, politieke en sociale structuren die het mee vormgeven.35",5.7439473684210895,26.778947368421054,5.921052631578948,1.9210526315789473,38.0,1.0,0.8157894736842105,225,73,38,31,1,1,13,11,9,0,3,0,0,0,1,0,0,0
Artikel 1 AI,ORIGINAL 0,Hoe kan deze visie verzoend worden met de visie van een politie- en justitie-apparaat dat vraagt naar steeds grootschaligere surveillance en samenwerken met de private sector?36,38.43000000000001,16.725925925925925,5.555555555555555,1.6666666666666667,27.0,1.0,0.8518518518518519,150,45,27,23,1,1,7,4,6,0,2,0,0,0,1,1,0,0
Artikel 1 AI,ORIGINAL 0,Dit zou impliceren dat ook politiewerk vanuit dezelfde ethiek zou moeten vertrekken.,25.45500000000002,14.8,6.0,2.0,12.0,1.0,0.9166666666666666,72,24,12,11,1,1,4,3,3,0,3,0,0,0,0,0,0,0
Artikel 1 AI,ORIGINAL 0,"Het zou betekenen dat de politieopdracht herdacht zou moeten worden op een relationele manier, als het beschermen van collectieve veiligheid.",21.565000000000012,20.0,6.0,1.95,20.0,1.0,0.95,120,39,20,19,1,1,7,6,4,0,4,0,1,0,1,0,1,0
Artikel 1 AI,ORIGINAL 0,In het huidig beleid wordt veiligheid echter op een enge manier geïnterpreteerd als bescherming tegen criminaliteit en handhaving van de publieke orde.,19.150454545454565,17.89090909090909,5.863636363636363,1.9545454545454546,22.0,1.0,1.0,129,43,22,22,1,1,6,5,5,0,1,0,0,1,1,0,0,0
Artikel 1 AI,ORIGINAL 0,"Vaak gaat het zelfs niet meer over veiligheid, maar om politieke drijfveren, om te laten zien dat er hard opgetreden wordt tegen criminaliteit.",40.03782608695653,17.895652173913046,5.130434782608695,1.6956521739130435,23.0,1.0,0.9565217391304348,118,39,23,22,1,1,5,5,3,0,1,0,0,0,1,0,0,0
Artikel 1 AI,ORIGINAL 0,"Het is een vorm van ‘surveillance theater’.37 Vanuit een collectieve visie op veiligheid die als doel heeft om de veiligheid van alle burgers te vrijwaren, moet er meer aandacht besteed worden aan andere oorzaken van onveiligheid.",29.804324324324348,23.44864864864865,5.135135135135135,1.6486486486486487,37.0,1.0,0.8918918918918919,190,61,37,33,1,1,11,8,6,1,3,0,1,0,1,0,1,0
Artikel 1 AI,ORIGINAL 0,"Veiligheid is meer dan bescherming tegen criminaliteit alleen: gezond eten, proper water, huisvesting, basisinkomen, gezondheidszorg, onderwijs en werk, maar ook bijvoorbeeld niet het voorwerp zijn van discriminatie, pesterijen, haat, geweld en disproportionele controle van de overheid.",-13.004999999999974,26.622222222222224,6.694444444444445,2.1666666666666665,36.0,1.0,0.9444444444444444,241,78,36,34,1,1,14,11,9,2,0,0,0,0,1,0,0,0
Artikel 1 AI,ORIGINAL 0,Vaak worden deze sociale en economische rechten niet opgenomen in het veiligheidsbeleid.38,17.93230769230771,14.430769230769233,6.0,2.076923076923077,13.0,1.0,1.0,78,27,13,13,1,1,5,3,1,0,1,0,0,0,0,0,0,0
Artikel 1 AI,ORIGINAL 0,"Wanneer men vanuit deze visie vertrekt, wordt het bijvoorbeeld duidelijk dat encryptie cruciaal is om mensenrechten en de meest kwetsbaren in de maatschappij te beschermen omdat door achterdeuren in te bouwen in de technologie, de veiligheid van bijvoorbeeld activisten en journalisten om democratische controle uit te oefenen wordt",3.015000000000015,30.86666666666667,5.895833333333333,1.8333333333333333,48.0,1.0,0.7708333333333334,283,88,48,37,1,1,19,14,8,1,2,0,0,0,1,1,0,1
Artikel 1 AI,ORIGINAL 0,belemmerd.39,35.60500000000002,20.8,5.5,2.0,2.0,1.0,1.0,11,4,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0
Artikel 1 AI,ORIGINAL 0,"Aangezien het zeker in het huidig politieke klimaat onwaarschijnlijk is dat veiligheid als sociale veiligheid gezien wordt, moet de vraag gesteld worden hoe de mazen van het net verfijnd zouden kunnen worden zodat controlemechanismen ervoor zorgen dat de meest kwetsbaren in de maatschappij beschermd worden.",5.120000000000019,24.222222222222225,5.822222222222222,1.8444444444444446,45.0,1.0,0.7777777777777778,262,83,45,35,1,1,13,7,8,1,7,0,0,0,1,0,0,1
